"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","successful_clade"
"name","Clade","number of tips","number of tips after removing the future tips","sackin","colless","Variance","I2","B1","avgLadder","ILnumber","pitchforks","maxHeight","MaxWidth","DelW","Stairs1","Stairs2","Cherries","BS","descinm","getstattest","skewness","kurtosis","tips_pairwise_distance","tips_pairwise_distance_max","diameter","WienerIndex","betweenness","closeness","eigenvector","successful_clade"
"","18694","26","7","-0.185714285714285","-0.115692914209654","13704.468287718","3.2","3.33333333333333","0.4","0.6","0.857142857142857","0.666666666666667","4","2","0.666666666666667","0.680555555555556","2","0.0142607856839593","1.19030410247288","0.0341593492842577","1.00617527461053","2.6202085037932","58.3673469387755","269","7","266","41","0.0344827586206897","0.448618327324985","1"
"","18725","24","24","0.65641697782632","0.896211023545333","510.997001855606","11.0809523809524","11.9956349206349","0.113636363636364","0.363636363636364","0.375","0.434782608695652","10","4","0.652173913043478","0.605504920934978","8","0.104174060734114","-0.425729467820108","3.71032202551865","1.087356612113","2.5248699903364","12.1857638888889","103","14","7142","689","0.00515463917525773","0.362295695744094","0"
"","18765","29","7","0.671428571428572","1.31287851436177","12081.4106049614","5","2.28333333333333","1","1","0.428571428571429","1","2","1","0.833333333333333","0.408333333333333","1","0.0104801712913417","2.33542267631694","2.17241379310345","0.0512945403076138","1.71205648069967","52.2040816326531","257","7","254","41","0.037037037037037","0.466400391481941","1"
"","18800","28","26","0.637314413723756","1.05014267484616","4469.03026316513","12.2117647058824","13.5956349206349","0.0833333333333333","0.333333333333333","0.461538461538462","0.44","8","2","0.6","0.615764340922236","9","0.0481943995925807","-1.58917166864394","2.91592244107652","1.72581316610131","5.24953493714469","34.2307692307692","205","15","8678","779","0.0045045045045045","0.34931606634592","1"
"","18827","20","20","-0.045479314287364","-0.0298007529940456","3717.89812744345","8.43888888888889","10.6761904761905","0.111111111111111","0.333333333333333","0.6","0.421052631578947","8","4","0.526315789473684","0.671553884711779","7","0.0355786665085551","-1.08504423737624","0.525491682812726","0.300331616196534","1.44262000827599","31.485","205","13","4618","409","0.0062111801242236","0.326584989476428","0"
"","18871","28","28","1.50280077921012","1.92658415324188","1565.71441427773","14.7028070175439","13.6789682539683","0.115384615384615","0.461538461538462","0.535714285714286","0.407407407407407","8","2","0.666666666666667","0.583117157191231","8","0.0504299503186772","-0.929572433720037","4.43491376039312","1.71182827026461","5.61835324216016","20.7946428571429","179","15","10188","905","0.00427350427350427","0.340204814127307","0"
"","18923","25","21","1.37594925714121","1.97617098759843","2800.3517038446","14.5947368421053","8.09563492063492","0.192982456140351","0.684210526315789","0.428571428571429","0.55","6","2","0.8","0.44798599061757","4","0.0243774057609851","0.854131543817211","5.12845232015786","1.51236143481954","4.30344568274385","15.8321995464853","254","14","5280","513","0.00609756097560976","0.37264747227275","1"
"","18947","22","20","1.60452068571264","2.02019924700595","599.202720719448","10.031746031746","9.11230158730159","0.138888888888889","0.444444444444444","0.15","0.526315789473684","8","4","0.631578947368421","0.550098899208806","6","0.0228576795554588","0.386992908929642","2.97335085589495","1.63992526005375","4.45464594046044","12.5375","100","13","4616","461","0.0065359477124183","0.355498703641105","1"
"","18985","28","25","0.808083644492987","1.13705569569174","2089.60430110274","10.4918831168831","13.0123015873016","0.108695652173913","0.304347826086957","0.24","0.458333333333333","10","4","0.541666666666667","0.637202380952381","9","0.0531389827554538","-1.33363913651392","2.47451990109381","1.21888127563573","3.7587060073539","24.1856","215","15","7554","701","0.00512820512820513","0.370243289703393","1"
"","19042","30","18","2.84311717694071","3.83667087377489","3675.69219890903","12.2128205128205","6.18013375513376","0.28125","0.625","0.166666666666667","0.823529411764706","4","2","0.764705882352941","0.382306687929525","4","0.0528313047943995","1.01819415448158","3.84978844107357","1.39518811041532","4.16358012419077","31.8055555555556","254","15","3862","305","0.00632911392405063","0.274950143998164","1"
"","19123","26","26","0.137314413723756","0.0886042133076937","488.202186053828","8.85326086956522","14.95","0","0.25","0.461538461538462","0.28","14","4","0.56","0.719726984126984","10","0.11273908743796","-1.45478782004453","2.24556743064574","1.71712688300685","4.65926573344001","12.3269230769231","75","11","7832","797","0.00531914893617021","0.36142630492605","0"
"","19173","30","30","7.07669240482589","8.58140080556446","2465.61727035071","24.5477056277056","7.27595817775351","0.1875","0.785714285714286","0.2","0.862068965517241","4","2","0.862068965517241","0.25785153184923","4","0.157138937149942","1.49911274879815","9.54894879448046","2.6355535425354","8.46935952917913","20.4144444444444","224","26","16904","879","0.00242130750605327","0.332554014176451","0"
"","19236","25","25","4.68808364449299","5.81705569569174","452.847955268868","18.7594202898551","7.93955252264076","0.282608695652174","0.739130434782609","0.48","0.75","4","2","0.833333333333333","0.350146319288154","4","0.0742669426174341","1.43274672138277","7.49092773129444","2.60571685937467","8.61372354583696","11.6704","77","21","9708","657","0.00359712230215827","0.358561937183753","0"
"","19301","29","29","1.62841654275692","2.3348425871252","5985.89475593589","18.3568822481866","12.0468004218004","0.12037037037037","0.555555555555556","0.310344827586207","0.5","8","2","0.714285714285714","0.473495076352219","7","0.0695557269451307","0.94707640386694","8.00365961178892","2.00891025811671","6.08780089315013","38.3709869203329","254","18","12270","973","0.00363636363636364","0.371017409089708","0"
"","19329","28","28","2.71708649349584","3.6408698675276","264.655250033531","20.6922567287785","9.33072899322899","0.288461538461538","0.692307692307692","0.321428571428571","0.62962962962963","6","2","0.814814814814815","0.374102661036212","5","0.0507052482940603","NaN","NaN","1.76130078809968","4.66930656333959","8.53826530612245","76","22","12656","845","0.00318471337579618","0.370033642726874","0"
"","19366","20","20","0.00452068571263595","0.120199247005954","3070.47165689713","9.82222222222222","9.80119047619048","0.222222222222222","0.444444444444444","0.6","0.473684210526316","10","4","0.684210526315789","0.608834586466165","6","0.0250240617301562","0.00994634545637503","2.96061201944578","1.84133609945597","5.10162551208847","27.9","246","14","4736","437","0.00613496932515337","0.326489687496445","0"
"","19397","30","23","3.79228654304371","4.80652426115253","6337.33714216064","16.2222222222222","7.21406232656233","0.222222222222222","0.714285714285714","0.130434782608696","0.772727272727273","6","2","0.772727272727273","0.363717217126308","4","0.0673363849317413","1.39567388626751","6.64870067424495","2.95812087639203","11.608775020878","43.640831758034","266","18","7634","505","0.00411522633744856","0.349638360114008","1"
"","19426","20","20","0.554520685712636","0.770199247005954","4392.34625056217","11.0396825396825","8.68571428571429","0.125","0.555555555555556","0.3","0.421052631578947","8","2","0.684210526315789","0.539323688007899","5","0.0422103949000565","0.769508838769102","4.16227522273312","1.4775319014362","3.53119082622072","36.5225","201","16","5178","407","0.00529100529100529","0.381039437235664","0"
"","19474","23","18","0.343117176940706","0.558893095997114","4318.08433010186","9.375","8.04285714285714","0.166666666666667","0.5","0.166666666666667","0.470588235294118","6","2","0.647058823529412","0.556022408963585","5","0.037205680588116","0.651204950268364","3.2208300175826","2.84817214277587","10.3369547398871","35.2191358024691","247","15","3872","333","0.00645161290322581","0.353258958039228","1"
"","19564","30","30","8.07669240482588","9.71473413889779","1076.93632891785","26.8260869565217","5.35441971621505","0.446428571428571","0.928571428571429","0.2","0.931034482758621","4","2","0.931034482758621","0.188531653826204","2","0.142674759673641","2.4170105042488","11.2949138214641","2.74630837266772","9.37965502190367","17.4577777777778","156","28","18036","869","0.00224215246636771","0.356818332391297","0"
"","19635","29","29","3.42151999103278","4.19691155264244","350.137022857579","19.2666666666667","11.0348956598957","0.12962962962963","0.62962962962963","0.413793103448276","0.535714285714286","6","2","0.785714285714286","0.436003423767399","6","0.0818042351466844","0.151318488252235","7.11361967376767","1.43726799200318","3.48846291312352","10.3400713436385","75","19","13334","1029","0.00333333333333333","0.324196784339234","0"
"","19688","30","30","0.976692404825885","1.21473413889779","583.426979868","13.2302679776364","15.2698773448773","0.0714285714285714","0.357142857142857","0.3","0.413793103448276","8","4","0.551724137931034","0.628961390968971","10","0.0793193217690345","-1.68693632711443","4.28347156184295","2.06678564526878","7.54763249173409","13.2511111111111","91","17","13486","1027","0.00328947368421053","0.37860170817043","0"
"","19717","30","30","0.510025738159218","0.681400805564456","1946.84685383154","13.7877253465489","15.2956349206349","0.0892857142857143","0.357142857142857","0.4","0.379310344827586","8","4","0.620689655172414","0.616405554962457","10","0.0781902984014584","-1.10049506529585","5.40233270822896","0.781326739946561","1.8449308435979","24.4711111111111","144","17","13426","1027","0.00325732899022801","0.314249136432235","0"
"","19836","26","25","1.16808364449299","1.89705569569174","6717.75869025466","16.5299516908213","10.5198773448773","0.159420289855072","0.565217391304348","0.48","0.541666666666667","8","2","0.75","0.471142623716153","6","0.0935866081235365","-0.514632285759601","3.48438172837668","1.68486800039463","5.15977946980879","36.9024","261","18","8596","677","0.00431034482758621","0.354439886347963","1"
"","19917","27","27","0.957827234236577","1.37565021011117","1531.75209036681","12.525","14.0956349206349","0.08","0.36","0.444444444444444","0.423076923076923","10","4","0.576923076923077","0.625810514272053","9","0.104673741124022","-1.29104965267261","4.02585235419128","1.51058026035496","4.30351631532972","21.281207133059","151","14","8924","809","0.00471698113207547","0.355151674551422","0"
"","19970","29","29","0.352554473791401","0.645187414711402","1338.00775207456","18.7369047619048","12.3956349206349","0.103703703703704","0.62962962962963","0.620689655172414","0.357142857142857","12","4","0.75","0.513737468671679","6","0.0686081953627882","-0.19716244322541","6.57248132101728","1.49532083391264","3.55286894515602","18.3923900118906","197","17","12436","1001","0.00359712230215827","0.381726787929072","0"
"","20008","20","16","-0.0739579864579865","-0.094157201679836","6010.09790838629","6.76190476190476","8.2","0.142857142857143","0.428571428571429","0.375","0.4","10","4","0.6","0.664074074074074","5","0.0208062751855999","0.255394239110118","1.39025246874938","1.30057004891627","3.50305907875015","39.6875","222","11","2578","287","0.00909090909090909","0.421704998289087","1"
"","20031","28","20","0.954520685712636","1.37019924700595","5483.28571422471","12.1722222222222","8.66785714285714","0.222222222222222","0.555555555555556","0.45","0.473684210526316","6","2","0.736842105263158","0.513329893360853","5","0.0610960966605011","1.13348134037668","5.38132276380129","3.16079550543484","12.1072954312856","38.0275","211","14","4522","439","0.00666666666666667","0.38445598931497","1"
"","20072","29","23","-0.120756935217159","0.110872087239491","1318.98813567937","11.0825174825175","12.0011904761905","0.119047619047619","0.333333333333333","0.521739130434783","0.409090909090909","8","4","0.636363636363636","0.616625041625042","8","0.0456210430536563","-0.157132869063069","4.40835941738897","1.41630762387695","4.07280152020547","16.7674858223062","189","15","6374","575","0.00543478260869565","0.377000237487622","1"
"","20140","21","18","1.00978384360737","1.33667087377489","3494.21548110928","10.7333333333333","7.16785714285714","0.28125","0.625","0.166666666666667","0.529411764705882","6","2","0.705882352941177","0.496994287911243","4","0.0482152184491664","0.255305142676622","3.2208300175826","1.91198323435626","5.07035676957765","26.641975308642","261","15","3792","319","0.00662251655629139","0.359326644145639","1"
"","20196","26","22","0.163828045019996","0.297616339928901","4044.17091194587","10.3721500721501","11.1345238095238","0.125","0.4","0.409090909090909","0.428571428571429","8","2","0.619047619047619","0.624717081859939","7","0.0477715296981733","-0.80937693433455","2.17929545380407","1.49670097334213","5.06304445074521","28.9876033057851","247","14","5908","495","0.00543478260869565","0.377248361584988","1"
"","20226","22","5","0.233333333333334","0.706493608125845","61.6951292383701","3","1.83333333333333","1","1","0.6","1","2","1","0.75","0.520833333333333","1","0.00798028247129136","2.19843827217332","1.21267812518166","0.0425284136873727","1.5","3.84","17","5","92","19","0.0714285714285714","0.53819585864318","1"
"","20284","26","26","1.59885287526222","2.16552729023077","787.435130656362","13.9056390977444","12.8456349206349","0.104166666666667","0.416666666666667","0.461538461538462","0.44","8","2","0.64","0.563960418950189","8","0.0431156478444609","-1.35033943175271","3.55485885486525","1.44827693964273","4.12866577774226","15.491124260355","111","13","8276","783","0.00495049504950495","0.363972050641203","0"
"","20454","30","24","1.90641697782632","2.39621102354533","3651.01966525662","10.3318516880436","12.9289682539683","0","0.272727272727273","0.5","0.478260869565217","8","4","0.521739130434783","0.63544809680459","9","0.0287124012632051","-0.746969288655573","3.68699653807516","2.04281839019689","6.03750674711445","26.1597222222222","264","12","6594","625","0.00552486187845304","0.330845554263102","1"
"","20500","21","16","1.05104201354201","1.53084279832016","325.31423261707","10.75","6.38452380952381","0.178571428571429","0.714285714285714","0.5625","0.6","6","2","0.8","0.476984126984127","3","0.0310132641174459","0.959555825131674","2.77552596072765","1.39009094551024","3.38781648639163","9.75","53","11","2438","293","0.0101010101010101","0.410880791186801","1"
"","20590","29","29","1.45600274965347","1.81760120781485","2167.49113053838","18.8352665852666","11.9956349206349","0.103703703703704","0.62962962962963","0.517241379310345","0.392857142857143","10","4","0.75","0.497868335368335","6","0.041444775639656","-0.0718654033357417","5.92785585111189","2.4057781810784","9.25542545936258","24.1189060642093","131","16","12020","971","0.00367647058823529","0.352390887081924","0"
